trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1798,False,"{'a': 0.002, 'e': 0.027433236218606032}",20,0,18.864949319058375,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1799,False,"{'a': 0.002, 'e': 0.027378424576081896}",20,0,29.609139462598943,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1800,False,"{'a': 0.002, 'e': 0.02732372244729256}",20,16,6.327152110896924,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1801,False,"{'a': 0.002, 'e': 0.027269129613429453}",25,14,18.41458798352881,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1802,False,"{'a': 0.002, 'e': 0.027214645856121145}",20,14,10.082566612231112,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1803,False,"{'a': 0.002, 'e': 0.027160270957432564}",20,13,11.609863762432889,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1804,False,"{'a': 0.002, 'e': 0.027106004699864013}",25,14,19.251542800208032,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1805,False,"{'a': 0.002, 'e': 0.027051846866350416}",25,19,12.663182608419048,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1806,False,"{'a': 0.002, 'e': 0.02699779724026034}",25,14,9.563528930730394,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1807,False,"{'a': 0.002, 'e': 0.026943855605395233}",20,12,14.366648924913253,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1808,False,"{'a': 0.002, 'e': 0.026890021745988462}",20,14,12.114498437301318,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1809,False,"{'a': 0.002, 'e': 0.02683629544670454}",25,12,19.510005962701175,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1810,False,"{'a': 0.002, 'e': 0.026782676492638175}",30,0,43.70046384778503,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
1811,False,"{'a': 0.002, 'e': 0.0267291646693135}",20,0,31.76708605811697,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1812,False,"{'a': 0.002, 'e': 0.026675759762683132}",30,7,32.846819438053764,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1813,False,"{'a': 0.002, 'e': 0.026622461559127397}",25,8,13.515496753824277,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1814,False,"{'a': 0.002, 'e': 0.02656926984545338}",25,17,13.89380393653858,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1815,False,"{'a': 0.002, 'e': 0.02651618440889418}",30,15,27.69069653017635,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1816,False,"{'a': 0.002, 'e': 0.026463205037107963}",20,0,-13.395691248428209,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1817,False,"{'a': 0.002, 'e': 0.026410331518177187}",25,8,12.558175673760381,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1818,False,"{'a': 0.002, 'e': 0.02635756364060769}",25,16,14.781869669886632,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1819,False,"{'a': 0.002, 'e': 0.026304901193327908}",20,6,23.685237680558533,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1820,False,"{'a': 0.002, 'e': 0.02625234396568796}",20,10,19.648511627278904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1821,False,"{'a': 0.002, 'e': 0.02619989174745889}",25,11,8.679059492700537,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1822,False,"{'a': 0.002, 'e': 0.026147544328831734}",25,10,27.754012710340398,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1823,False,"{'a': 0.002, 'e': 0.026095301500416765}",35,16,29.841337964316303,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1824,False,"{'a': 0.002, 'e': 0.02604316305324258}",25,14,20.13192541701487,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1825,False,"{'a': 0.002, 'e': 0.025991128778755347}",30,12,30.980550629837953,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1826,False,"{'a': 0.002, 'e': 0.02593919846881787}",20,8,22.128403810633237,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1827,False,"{'a': 0.002, 'e': 0.025887371915708866}",25,12,19.278839349020252,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1828,False,"{'a': 0.002, 'e': 0.025835648912122026}",25,8,27.038579092774867,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1829,False,"{'a': 0.002, 'e': 0.0257840292511653}",20,13,12.175776840533423,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1830,False,"{'a': 0.002, 'e': 0.02573251272635994}",30,16,25.00326399255524,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1831,False,"{'a': 0.002, 'e': 0.025681099131639813}",25,10,26.72857472674849,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1832,False,"{'a': 0.002, 'e': 0.02562978826135044}",20,0,29.662224381386817,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1833,False,"{'a': 0.002, 'e': 0.025578579910248294}",20,11,20.781725064939632,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1834,False,"{'a': 0.002, 'e': 0.025527473873499885}",20,6,21.460062665421297,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1835,False,"{'a': 0.002, 'e': 0.025476469946681016}",25,13,20.36750355768826,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1836,False,"{'a': 0.002, 'e': 0.025425567925775893}",30,16,23.99019680941141,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1837,False,"{'a': 0.002, 'e': 0.025374767607176385}",25,5,24.806460287570726,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1838,False,"{'a': 0.002, 'e': 0.025324068787681127}",20,11,14.46611040694706,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1839,False,"{'a': 0.002, 'e': 0.025273471264494796}",25,18,12.618425795897387,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1840,False,"{'a': 0.002, 'e': 0.025222974835227212}",30,0,41.5236294529597,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1841,False,"{'a': 0.002, 'e': 0.025172579297892607}",20,12,17.10902574803918,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1842,False,"{'a': 0.002, 'e': 0.02512228445090875}",20,10,18.43260935296456,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1843,False,"{'a': 0.002, 'e': 0.025072090093096203}",20,9,21.83926642313054,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1844,False,"{'a': 0.002, 'e': 0.025021996023677443}",20,16,7.357501626786232,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1845,False,"{'a': 0.002, 'e': 0.024972002042276155}",25,12,22.53708846475467,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1846,False,"{'a': 0.002, 'e': 0.02492210794891632}",25,19,11.522509072522729,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1847,False,"{'a': 0.002, 'e': 0.024872313544021522}",25,6,28.248209574156885,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1848,False,"{'a': 0.002, 'e': 0.02482261862841405}",20,16,8.527291839130186,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1849,False,"{'a': 0.002, 'e': 0.0247730230033142}",20,13,12.499550817177102,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1850,False,"{'a': 0.002, 'e': 0.024723526470339388}",20,11,18.152811247309913,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1851,False,"{'a': 0.002, 'e': 0.02467412883150343}",25,19,9.160540018595984,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1852,False,"{'a': 0.002, 'e': 0.024624829889215685}",30,5,30.62925780840186,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1853,False,"{'a': 0.002, 'e': 0.02457562944628034}",25,13,24.734995663040014,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1854,False,"{'a': 0.002, 'e': 0.024526527305895537}",35,15,33.424876059153505,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1855,False,"{'a': 0.002, 'e': 0.02447752327165267}",20,13,15.110815997813674,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1856,False,"{'a': 0.002, 'e': 0.024428617147535518}",30,4,38.020817738238385,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
1857,False,"{'a': 0.002, 'e': 0.024379808737919537}",25,17,16.216811954019306,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1858,False,"{'a': 0.002, 'e': 0.024331097847571002}",25,9,25.09438012976632,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1859,False,"{'a': 0.002, 'e': 0.02428248428164631}",20,9,17.689971665945396,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1860,False,"{'a': 0.002, 'e': 0.024233967845691113}",20,11,15.908932085154476,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1861,False,"{'a': 0.002, 'e': 0.02418554834563962}",20,8,16.67375468767923,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1862,False,"{'a': 0.002, 'e': 0.024137225587813747}",25,14,9.67300041229807,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1863,False,"{'a': 0.002, 'e': 0.024088999378922418}",30,23,12.946208284719944,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1864,False,"{'a': 0.002, 'e': 0.024040869526060712}",20,11,8.757416945159168,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1865,False,"{'a': 0.002, 'e': 0.023992835836709175}",20,14,9.950026730166906,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1866,False,"{'a': 0.002, 'e': 0.023944898118732967}",25,13,23.9034430064917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1867,False,"{'a': 0.002, 'e': 0.023897056180381168}",20,12,11.875131116296846,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1868,False,"{'a': 0.002, 'e': 0.023849309830285947}",25,17,16.73565195811343,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1869,False,"{'a': 0.002, 'e': 0.023801658877461853}",25,11,21.637606903289175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1870,False,"{'a': 0.002, 'e': 0.023754103131304997}",20,8,24.337563807607758,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1871,False,"{'a': 0.002, 'e': 0.023706642401592346}",30,17,21.110869261355358,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1872,False,"{'a': 0.002, 'e': 0.0236592764984809}",25,13,24.387061528702667,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1873,False,"{'a': 0.002, 'e': 0.023612005232507005}",30,13,29.792995567296035,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1874,False,"{'a': 0.002, 'e': 0.02356482841458551}",20,11,18.157951835562848,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1875,False,"{'a': 0.002, 'e': 0.023517745856009107}",20,11,3.3483498650019237,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1876,False,"{'a': 0.002, 'e': 0.023470757368447476}",20,16,7.446366947243642,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1877,False,"{'a': 0.002, 'e': 0.023423862763946618}",25,18,10.959904939090144,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1878,False,"{'a': 0.002, 'e': 0.023377061854928043}",30,16,31.329783175595672,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1879,False,"{'a': 0.002, 'e': 0.023330354454188063}",25,3,37.02750245080708,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1880,False,"{'a': 0.002, 'e': 0.023283740374897}",20,9,18.895825681735207,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1881,False,"{'a': 0.002, 'e': 0.023237219430598487}",20,14,12.24171591124397,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1882,False,"{'a': 0.002, 'e': 0.023190791435208673}",20,0,28.853306575368748,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1883,False,"{'a': 0.002, 'e': 0.023144456203015532}",30,12,32.1665391624822,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1884,False,"{'a': 0.002, 'e': 0.02309821354867805}",25,19,9.632525341298019,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1885,False,"{'a': 0.002, 'e': 0.02305206328722557}",25,15,7.493149814989614,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1886,False,"{'a': 0.002, 'e': 0.023006005234056964}",25,11,22.734447978371346,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1887,False,"{'a': 0.002, 'e': 0.022960039204939983}",25,13,23.55216442947924,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1888,False,"{'a': 0.002, 'e': 0.022914165016010422}",35,18,29.620300183251295,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1889,False,"{'a': 0.002, 'e': 0.022868382483771488}",20,8,23.224340240168644,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1890,False,"{'a': 0.002, 'e': 0.02282269142509297}",25,0,38.71593840144149,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1891,False,"{'a': 0.002, 'e': 0.022777091657210594}",30,4,40.59549967946828,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1892,False,"{'a': 0.002, 'e': 0.022731582997725205}",20,12,7.092577571309718,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1893,False,"{'a': 0.002, 'e': 0.022686165264602126}",20,13,14.04740046309185,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1894,False,"{'a': 0.002, 'e': 0.022640838276170343}",20,12,16.32374194564174,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1895,False,"{'a': 0.002, 'e': 0.022595601851121864}",25,13,23.71158351431534,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1896,False,"{'a': 0.002, 'e': 0.022550455808510905}",20,5,23.727893467410578,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1897,False,"{'a': 0.002, 'e': 0.02250539996775326}",20,12,14.751171039185685,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1898,False,"{'a': 0.002, 'e': 0.02246043414862548}",20,10,12.576621731456445,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1899,False,"{'a': 0.002, 'e': 0.022415558171264255}",25,12,30.775000552132006,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1900,False,"{'a': 0.002, 'e': 0.02237077185616559}",20,14,10.084768212608365,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1901,False,"{'a': 0.002, 'e': 0.022326075024184187}",25,3,40.391452032943704,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1902,False,"{'a': 0.002, 'e': 0.02228146749653264}",20,0,33.18348652174338,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1903,False,"{'a': 0.002, 'e': 0.0222369490947808}",20,12,12.959708548742238,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1904,False,"{'a': 0.002, 'e': 0.022192519640854974}",30,13,28.50782888325124,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1905,False,"{'a': 0.002, 'e': 0.022148178957037315}",25,8,25.386392824795724,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1906,False,"{'a': 0.002, 'e': 0.022103926865965004}",25,4,32.51707858778894,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1907,False,"{'a': 0.002, 'e': 0.022059763190629637}",20,16,9.289355719634067,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1908,False,"{'a': 0.002, 'e': 0.02201568775437644}",25,0,40.09173856110659,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1909,False,"{'a': 0.002, 'e': 0.021971700380903618}",30,15,28.710771942370016,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1910,False,"{'a': 0.002, 'e': 0.02192780089426161}",30,21,16.397082981523127,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1911,False,"{'a': 0.002, 'e': 0.021883989118852424}",30,13,30.30255380227129,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1912,False,"{'a': 0.002, 'e': 0.021840264879428885}",20,15,9.320477144453207,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1913,False,"{'a': 0.002, 'e': 0.02179662800109399}",25,10,20.69879225966896,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1914,False,"{'a': 0.002, 'e': 0.021753078309300157}",25,2,31.455174235134507,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1915,False,"{'a': 0.002, 'e': 0.02170961562984857}",20,8,16.086411512488564,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1916,False,"{'a': 0.002, 'e': 0.02166623978888844}",20,14,10.901111193837357,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1917,False,"{'a': 0.002, 'e': 0.021622950612916365}",20,15,6.839369984223172,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1918,False,"{'a': 0.002, 'e': 0.021579747928775563}",25,12,23.442086455063148,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1919,False,"{'a': 0.002, 'e': 0.02153663156365526}",25,18,13.895495632742445,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1920,False,"{'a': 0.002, 'e': 0.021493601345089923}",20,11,17.638882911311867,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1921,False,"{'a': 0.002, 'e': 0.021450657100958614}",30,16,21.691643325989695,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1922,False,"{'a': 0.002, 'e': 0.021407798659484324}",20,8,15.659126985329046,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1923,False,"{'a': 0.002, 'e': 0.021365025849233204}",30,7,25.825073310668053,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1924,False,"{'a': 0.002, 'e': 0.02132233849911398}",25,3,38.082191668252456,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1925,False,"{'a': 0.002, 'e': 0.02127973643837717}",20,0,34.60400572851593,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1926,False,"{'a': 0.002, 'e': 0.021237219496614494}",30,16,26.90721072600037,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1927,False,"{'a': 0.002, 'e': 0.02119478750375811}",25,11,5.1522039808763544,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1928,False,"{'a': 0.002, 'e': 0.021152440290080017}",20,13,14.475408658434173,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1929,False,"{'a': 0.002, 'e': 0.021110177686191275}",25,14,21.1809176024029,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1930,False,"{'a': 0.002, 'e': 0.021067999523041434}",20,8,24.73982560757527,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1931,False,"{'a': 0.002, 'e': 0.021025905631917766}",20,8,23.704370439322076,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1932,False,"{'a': 0.002, 'e': 0.02098389584444467}",25,13,19.108920925752734,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1933,False,"{'a': 0.002, 'e': 0.02094196999258292}",20,14,11.606046458013862,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1934,False,"{'a': 0.002, 'e': 0.020900127908629072}",20,10,17.32692375237065,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1935,False,"{'a': 0.002, 'e': 0.02085836942521472}",25,17,13.668199050926235,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1936,False,"{'a': 0.002, 'e': 0.020816694375305884}",25,7,-8.9749880541282,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1937,False,"{'a': 0.002, 'e': 0.020775102592202298}",25,7,24.507176392469994,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1938,False,"{'a': 0.002, 'e': 0.02073359390953679}",20,6,19.179461362114527,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1939,False,"{'a': 0.002, 'e': 0.020692168161274557}",20,6,25.34050141705446,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1940,False,"{'a': 0.002, 'e': 0.020650825181712566}",20,15,7.175492971437793,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1941,False,"{'a': 0.002, 'e': 0.020609564805478826}",20,6,23.213636340708216,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1942,False,"{'a': 0.002, 'e': 0.0205683868675318}",20,11,17.53981801677016,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1943,False,"{'a': 0.002, 'e': 0.02052729120315966}",25,18,14.39974423084217,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1944,False,"{'a': 0.002, 'e': 0.020486277647979705}",20,11,18.844914677803402,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1945,False,"{'a': 0.002, 'e': 0.020445346037937653}",20,0,18.401415221445784,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1946,False,"{'a': 0.002, 'e': 0.02040449620930702}",30,23,10.826553712105184,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1947,False,"{'a': 0.002, 'e': 0.020363727998688425}",25,12,16.110106011361577,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1948,False,"{'a': 0.002, 'e': 0.020323041243008984}",30,16,-0.8038981706458035,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1949,False,"{'a': 0.002, 'e': 0.0202824357795216}",35,12,32.08865785698686,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1950,False,"{'a': 0.002, 'e': 0.02024191144580439}",25,0,34.87466592625368,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1951,False,"{'a': 0.002, 'e': 0.020201468079759942}",30,20,20.458243774509654,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1952,False,"{'a': 0.002, 'e': 0.02016110551961476}",25,8,35.76934794874745,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1953,False,"{'a': 0.002, 'e': 0.020120823603918526}",35,6,35.16594865451346,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
1954,False,"{'a': 0.002, 'e': 0.020080622171543543}",30,20,22.35078267075614,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1955,False,"{'a': 0.002, 'e': 0.020040501061684014}",25,19,12.169217486519624,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1956,False,"{'a': 0.002, 'e': 0.02000046011385546}",35,20,27.949292357600697,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1957,False,"{'a': 0.002, 'e': 0.01996049916789402}",20,5,25.15743105390669,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1958,False,"{'a': 0.002, 'e': 0.019920618063955876}",20,12,9.57822958687201,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1959,False,"{'a': 0.002, 'e': 0.01988081664251654}",25,17,16.710087612706168,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1960,False,"{'a': 0.002, 'e': 0.019841094744370288}",20,5,29.29084839865048,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1961,False,"{'a': 0.002, 'e': 0.019801452210629462}",25,14,18.40951750934869,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1962,False,"{'a': 0.002, 'e': 0.019761888882723885}",25,13,21.801131266532526,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1963,False,"{'a': 0.002, 'e': 0.019722404602400184}",20,0,28.414811847510222,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1964,False,"{'a': 0.002, 'e': 0.019682999211721196}",20,2,30.316236640962693,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1965,False,"{'a': 0.002, 'e': 0.019643672553065292}",20,8,22.972189036815926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1966,False,"{'a': 0.002, 'e': 0.0196044244691258}",20,14,15.367225012201214,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1967,False,"{'a': 0.002, 'e': 0.019565254802910312}",25,0,37.32983224792446,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1968,False,"{'a': 0.002, 'e': 0.019526163397740135}",20,7,26.24530394626842,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1969,False,"{'a': 0.002, 'e': 0.01948715009724957}",20,3,28.16749992122339,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1970,False,"{'a': 0.002, 'e': 0.01944821474538539}",25,19,9.813734141561326,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1971,False,"{'a': 0.002, 'e': 0.019409357186406115}",25,17,16.534453493072043,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1972,False,"{'a': 0.002, 'e': 0.01937057726488147}",30,22,12.851311742859306,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1973,False,"{'a': 0.002, 'e': 0.019331874825691705}",20,3,24.719759011870735,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1974,False,"{'a': 0.002, 'e': 0.019293249714027027}",25,10,27.004945990856356,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1975,False,"{'a': 0.002, 'e': 0.01925470177538692}",20,10,17.91071571968362,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1976,False,"{'a': 0.002, 'e': 0.019216230855579598}",35,19,28.874632104982613,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1977,False,"{'a': 0.002, 'e': 0.01917783680072131}",20,8,19.455401208317735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1978,False,"{'a': 0.002, 'e': 0.019139519457235805}",20,7,22.71659119913444,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1979,False,"{'a': 0.002, 'e': 0.019101278671853638}",25,19,13.797108870181459,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1980,False,"{'a': 0.002, 'e': 0.019063114291611637}",25,0,36.95961167183909,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
